subjCode,Category,Subcategory1,Subcategory2,firstStimPosition,secondStimPosition,pic1,pic2
testSubj2,Boats,canoe,icebreaker,right,left,canoe__n02951358_2654,icebreaker__n03556992_2352
testSubj2,Boats,galleon,icebreaker,right,left,galleon__n03411339_6447,icebreaker__n03556992_2352
testSubj2,Bird,hen,hummingbird,left,right,hen__2,humming__2
testSubj2,Bird,hen,owl,left,right,hen__2,owl__9
testSubj2,Planes,fighter,seaplane,right,left,fighter__n03335030_2892_obj1,seaplane__n04160586_16578_obj1
testSubj2,Cars,limousine,sportscar,right,left,limo__n03670208_1086,sports__n04285008_312
testSubj2,Bird,hummingbird,ostrich,right,left,humming__2,ost__2
testSubj2,Planes,fighter,gyroplane,left,right,fighter__n03335030_2892_obj1,gyro__n02759387_17277_obj1
testSubj2,Cars,racecar,sedan,left,right,racing__n04037443_232,sedan__n04166281_739
testSubj2,Trains,commutertrain,freighttrain,right,left,commuter__n03078802_418,freight__n03394480_209
testSubj2,Trains,bullettrain,freighttrain,left,right,bullet__n02917067_469,freight__n03394480_209
testSubj2,Trains,bullettrain,inclinerailway,right,left,bullet__n02917067_469,incline__incline1a
testSubj2,Cats,siamese,sphynx,right,left,siamese__n02123597_4586,spyhnx__3
testSubj2,Fish,angelfish,goldfish,right,left,angel__4,gold__5
testSubj2,Cats,angora,manx,left,right,angora__n02123478_7736,manx__4
testSubj2,Planes,gyroplane,stealth,right,left,gyro__n02759387_17277_obj1,stealth__n04308084_2038_obj1
testSubj2,Dogs,chihuahua,komondor,right,left,chihuahua__n02085620_3942_obj1,komondor__n02105505_2992_obj1
testSubj2,Cars,minivan,sportscar,right,left,mvan__n03770679_461,sports__n04285008_312
testSubj2,Fish,angelfish,catfish,left,right,angel__4,catfish__8
testSubj2,Fish,catfish,needlefish,left,right,catfish__8,aneed__9
testSubj2,Planes,biplane,fighter,left,right,biplane__n02842573_702_obj1,fighter__n03335030_2892_obj1
testSubj2,Bird,owl,vulture,right,left,owl__9,vulture__3
testSubj2,Cats,abyssinian,tortishell,right,left,abyss__n02124313_105,tort__n02123242_10929
testSubj2,Cars,racecar,sportscar,right,left,racing__n04037443_232,sports__n04285008_312
testSubj2,Cars,mini,stationwagon,right,left,mini__n03770085_949,wagon__n02814533_211
testSubj2,Planes,airliner,stealth,left,right,airliner__n02690373_6285_obj1,stealth__n04308084_2038_obj1
testSubj2,Dogs,mastiff,pug,right,left,mastiff__n02108254_6555_obj1,pug__n02110958_353_obj1
testSubj2,Bird,cockateel,ostrich,left,right,cockateel__2,ost__2
testSubj2,Trains,bullettrain,trolley,left,right,bullet__n02917067_469,trolley__n04469813_1363
testSubj2,Cars,antique,limousine,right,left,antique__n03777568_242,limo__n03670208_1086
testSubj2,Cats,egyptian,siamese,right,left,egyptian__n02124075_8383,siamese__n02123597_4586
testSubj2,Cars,limousine,minivan,left,right,limo__n03670208_1086,mvan__n03770679_461
testSubj2,Boats,aircraftcarrier,cruiseliner,right,left,carriern02687172_1509,cruise__n5
testSubj2,Planes,fighter,stealth,left,right,fighter__n03335030_2892_obj1,stealth__n04308084_2038_obj1
testSubj2,Boats,battleship,sailboat,left,right,battle__n02812201_334,sail__s5
testSubj2,Trains,inclinerailway,subway,left,right,incline__incline1a,subway__n04349306_194
testSubj2,Planes,fighter,glider,right,left,fighter__n03335030_2892_obj1,glider__n03439814_12866
testSubj2,Bird,ostrich,swan,left,right,ost__2,swan__2
testSubj2,Dogs,komondor,schnauzer,right,left,komondor__n02105505_2992_obj1,schnauzer__n02096756_6747_obj1
