subjCode,Category,Subcategory1,Subcategory2,firstStimPosition,secondStimPosition,pic1,pic2
aseuae,Cats,angora,sphynx,right,left,angora__n02123478_2121,spyhnx__
aseuae,Boats,aircraftcarrier,battleship,left,right,carriern02687172_1509,battle__n02812201_334
aseuae,Cats,siamese,sphynx,right,left,siamese__n02123597_5127,spyhnx__
aseuae,Trains,commutertrain,freighttrain,left,right,commuter__n03078802_319,freight__n03394480_883
aseuae,Fish,clownfish,goldfish,right,left,clown__fish8,gold__3
aseuae,Cars,mini,stationwagon,left,right,mini__n03770085_949,wagon__n02814533_211
aseuae,Bird,hawk,ostrich,left,right,hawk__1,ost__1
aseuae,Boats,aircraftcarrier,icebreaker,right,left,carriern02687172_1509,icebreaker__n03556992_2352
aseuae,Cars,antique,limousine,right,left,antique__n03777568_242,limo__n03670208_1086
aseuae,Fish,angelfish,pufferfish,right,left,angel__2,puffer__2
aseuae,Boats,canoe,sailboat,left,right,canoe__n02951358_2654,sail__s5
aseuae,Cats,abyssinian,tortishell,left,right,abyss__n02124313_1669,tort__n02123242_1310
aseuae,Planes,biplane,delta,left,right,biplane__n02842573_5496_obj1,delta__n03174079_5496
aseuae,Cats,egyptian,siamese,right,left,egyptian__3,siamese__n02123597_5127
aseuae,Boats,icebreaker,sailboat,right,left,icebreaker__n03556992_2352,sail__s5
aseuae,Trains,tram,trolley,left,right,tram__n04335435_1701,trolley__n04469813_890
aseuae,Planes,airliner,biplane,left,right,airliner__a7,biplane__n02842573_5496_obj1
aseuae,Dogs,mastiff,pug,right,left,mastiff__n02108254_10310_obj1,pug__n02110958_12692_obj1
aseuae,Boats,battleship,canoe,left,right,battle__n02812201_334,canoe__n02951358_2654
aseuae,Cats,siamese,tortishell,right,left,siamese__n02123597_5127,tort__n02123242_1310
aseuae,Boats,cruiseliner,icebreaker,left,right,cruise__n5,icebreaker__n03556992_2352
aseuae,Fish,angelfish,needlefish,left,right,angel__2,aneed__7
aseuae,Trains,inclinerailway,subway,right,left,incline__i16,subway__n04349306_1553
aseuae,Dogs,komondor,welsh,right,left,komondor__n02105505_46_obj1,welsh__n02112826_13237_obj1
aseuae,Planes,biplane,gyroplane,left,right,biplane__n02842573_5496_obj1,gyro__n02759387_10099_obj1
aseuae,Planes,glider,seaplane,right,left,glider__n03439814_25312,seaplane__n04160586_2413_obj1
aseuae,Dogs,malamute,schnauzer,left,right,malamute__n02110063_4103_obj1,schnauzer__n02096756_13469_obj1
aseuae,Cars,antique,sportscar,left,right,antique__n03777568_242,sports__n04285008_312
aseuae,Cars,mini,racecar,right,left,mini__n03770085_949,racing__n04037443_232
aseuae,Cars,minivan,sportscar,left,right,mvan__n03770679_461,sports__n04285008_312
aseuae,Bird,hawk,hen,right,left,hawk__1,hen__1
aseuae,Dogs,chihuahua,schipperke,right,left,chihuahua__n02085620_7436_obj1,schipperke__n02104365_683_obj1
aseuae,Bird,hawk,vulture,left,right,hawk__1,vulture__2
aseuae,Cars,racecar,stationwagon,left,right,racing__n04037443_232,wagon__n02814533_211
aseuae,Cars,limousine,racecar,right,left,limo__n03670208_1086,racing__n04037443_232
aseuae,Bird,hummingbird,vulture,left,right,humming__1,vulture__2
aseuae,Planes,fighter,gyroplane,left,right,fighter__n03335030_6845_obj1,gyro__n02759387_10099_obj1
aseuae,Cats,egyptian,manx,left,right,egyptian__3,manx__6
aseuae,Boats,battleship,cruiseliner,left,right,battle__n02812201_334,cruise__n5
aseuae,Fish,catfish,goldfish,left,right,catfish__6,gold__3
aseuae,Trains,bullettrain,trolley,right,left,bullet__n02917067_305,trolley__n04469813_890
aseuae,Cats,sphynx,tortishell,left,right,spyhnx__,tort__n02123242_1310
aseuae,Cats,abyssinian,manx,left,right,abyss__n02124313_1669,manx__6
aseuae,Fish,goldfish,needlefish,right,left,gold__3,aneed__7
aseuae,Boats,rowboat,sailboat,left,right,row__r8,sail__s5
aseuae,Boats,aircraftcarrier,cruiseliner,right,left,carriern02687172_1509,cruise__n5
aseuae,Dogs,chihuahua,pug,left,right,chihuahua__n02085620_7436_obj1,pug__n02110958_12692_obj1
aseuae,Trains,freighttrain,subway,left,right,freight__n03394480_883,subway__n04349306_1553
aseuae,Fish,catfish,flyingfish,right,left,catfish__6,flying__6
aseuae,Planes,delta,seaplane,right,left,delta__n03174079_5496,seaplane__n04160586_2413_obj1
aseuae,Dogs,komondor,mastiff,right,left,komondor__n02105505_46_obj1,mastiff__n02108254_10310_obj1
aseuae,Cats,manx,sphynx,right,left,manx__6,spyhnx__
aseuae,Planes,fighter,glider,right,left,fighter__n03335030_6845_obj1,glider__n03439814_25312
aseuae,Dogs,schnauzer,welsh,left,right,schnauzer__n02096756_13469_obj1,welsh__n02112826_13237_obj1
aseuae,Cars,limousine,mini,right,left,limo__n03670208_1086,mini__n03770085_949
aseuae,Trains,bullettrain,commutertrain,left,right,bullet__n02917067_305,commuter__n03078802_319
aseuae,Dogs,mastiff,schipperke,left,right,mastiff__n02108254_10310_obj1,schipperke__n02104365_683_obj1
