subjCode,Category,Subcategory1,Subcategory2,firstStimPosition,secondStimPosition,pic1,pic2
subjCode,Trains,bullettrain,freighttrain,right,left,bullet__n02917067_281,freight__n03394480_2710
subjCode,Cats,siamese,tortishell,right,left,siamese__n02123597_1673,tort__n02123242_6881
subjCode,Boats,battleship,canoe,right,left,battle__n02812201_830,canoe__n02951358_3427
subjCode,Cats,manx,sphynx,left,right,manx__3,spyhnx__208spyhnxwithtoyashx
subjCode,Fish,clownfish,sturgeon,left,right,clown__fish6,sturgeon__7
subjCode,Cars,antique,mini,left,right,antique__n03777568_308,mini__n03770085_951
subjCode,Dogs,chihuahua,mastiff,left,right,chihuahua__n02085620_566_obj1,mastiff__n02108254_133_obj1
subjCode,Cats,siamese,sphynx,left,right,siamese__n02123597_1673,spyhnx__208spyhnxwithtoyashx
subjCode,Bird,cockateel,hen,left,right,cockateel__n01819734_10081,hen__n01514859_1689
subjCode,Trains,inclinerailway,subway,right,left,incline__i15,subway__n04349306_1551
subjCode,Planes,airliner,delta,right,left,airliner__n02690373_8843_obj1,delta__ndelta__2
subjCode,Trains,monorail,tram,left,right,mono__m4,tram__n04335435_1691
subjCode,Planes,delta,stealth,right,left,delta__ndelta__2,stealth__n04308084_3578_obj1
subjCode,Bird,cockateel,swan,left,right,cockateel__n01819734_10081,swan__n01858441_8923
subjCode,Planes,airliner,biplane,left,right,airliner__n02690373_8843_obj1,biplane__n02842573_3818_obj1
subjCode,Boats,battleship,rowboat,left,right,battle__n02812201_830,row__r2
subjCode,Dogs,mastiff,schnauzer,left,right,mastiff__n02108254_133_obj1,schnauzer__n02096756_11236_obj1
subjCode,Bird,cockateel,hummingbird,left,right,cockateel__n01819734_10081,humming__n01833805_592
subjCode,Trains,bullettrain,subway,left,right,bullet__n02917067_281,subway__n04349306_1551
subjCode,Bird,cockateel,owl,right,left,cockateel__n01819734_10081,owl__n01625562_9999
subjCode,Dogs,malamute,schnauzer,left,right,malamute__n02110063_4873_obj1,schnauzer__n02096756_11236_obj1
subjCode,Dogs,pug,welsh,right,left,pug__n02110958_14310_obj1,welsh__n02112826_477_obj1
subjCode,Trains,inclinerailway,trolley,left,right,incline__i15,trolley__n04469813_3827
subjCode,Fish,pufferfish,sturgeon,right,left,puffer__5,sturgeon__7
subjCode,Fish,needlefish,sturgeon,left,right,aneed__10,sturgeon__7
subjCode,Cats,angora,tortishell,right,left,angora__n02123478_7454,tort__n02123242_6881
subjCode,Planes,delta,seaplane,left,right,delta__ndelta__2,seaplane__n04160586_22359_obj1
subjCode,Planes,airliner,fighter,left,right,airliner__n02690373_8843_obj1,fighter__n03335030_4289_obj1
subjCode,Fish,angelfish,needlefish,left,right,angel__n02605936_250,aneed__10
