subjCode,Category,Subcategory1,Subcategory2,firstStimPosition,secondStimPosition,pic1,pic2
testDemog8,Fish,flyingfish,goldfish,left,right,flying__4,gold__7
testDemog8,Cars,minivan,sportscar,left,right,mvan__n03770679_184,sports__n04285008_407
testDemog8,Trains,commutertrain,subway,right,left,commuter__n03078802_567,subway__n04349306_343
testDemog8,Cats,abyssinian,sphynx,left,right,abyss__n02124313_909,spyhnx__troy-snow-blue-spyhnx-300
testDemog8,Cars,minivan,stationwagon,right,left,mvan__n03770679_184,wagon__n02814533_911
testDemog8,Fish,angelfish,goldfish,left,right,angel__5,gold__7
testDemog8,Bird,ostrich,swan,left,right,ost__6,swan__6
testDemog8,Bird,hen,owl,right,left,hen__n01514859_3061,owl__n01625562_1417
testDemog8,Dogs,komondor,mastiff,left,right,komondor__n02105505_3050_obj1,mastiff__n02108254_7928_obj1
testDemog8,Dogs,chihuahua,komondor,left,right,chihuahua__n02085620_4410_obj1,komondor__n02105505_3050_obj1
testDemog8,Cats,persian,siamese,right,left,persian__n02123394_8860,siamese__n02123597_1192
testDemog8,Cars,antique,stationwagon,right,left,antique__n03777568_57,wagon__n02814533_911
testDemog8,Planes,fighter,seaplane,left,right,fighter__n03335030_18156_obj1,seaplane__n04160586_7237_obj1
testDemog8,Trains,subway,tram,left,right,subway__n04349306_343,tram__n04335435_329
testDemog8,Planes,glider,gyroplane,right,left,glider__n03439814_9066,gyro__n02759387_16553_obj1
testDemog8,Trains,bullettrain,commutertrain,right,left,bullet__n02917067_513,commuter__n03078802_567
testDemog8,Cats,egyptian,manx,left,right,egyptian__n02124075_1121,manx__n02124484_8756
testDemog8,Bird,hen,swan,right,left,hen__n01514859_3061,swan__6
testDemog8,Fish,catfish,sturgeon,right,left,catfish__13,sturgeon__5
testDemog8,Fish,catfish,clownfish,left,right,catfish__13,clown__fish12
testDemog8,Cats,angora,tortishell,right,left,angora__n02123478_3147,tort__tshell2
testDemog8,Dogs,chihuahua,schipperke,left,right,chihuahua__n02085620_4410_obj1,schipperke__n02104365_67_obj1
testDemog8,Cars,antique,mini,right,left,antique__n03777568_57,mini__n03770085_52
testDemog8,Fish,angelfish,clownfish,left,right,angel__5,clown__fish12
testDemog8,Bird,swan,vulture,right,left,swan__6,vulture__n01616318_2262
testDemog8,Boats,icebreaker,rowboat,right,left,icebreaker__i5,row__n03199901_1404
testDemog8,Dogs,malamute,schipperke,right,left,malamute__n02110063_1994_obj1,schipperke__n02104365_67_obj1
testDemog8,Fish,angelfish,needlefish,left,right,angel__5,aneed__2
testDemog8,Cars,limousine,minivan,right,left,limo__n03670208_163,mvan__n03770679_184
testDemog8,Planes,delta,stealth,left,right,delta__n03174079_7871,stealth__n04308084_652_obj1
testDemog8,Cars,limousine,mini,left,right,limo__n03670208_163,mini__n03770085_52
testDemog8,Dogs,mastiff,welsh,left,right,mastiff__n02108254_7928_obj1,welsh__n02112826_550_obj1
testDemog8,Bird,ostrich,vulture,right,left,ost__6,vulture__n01616318_2262
testDemog8,Bird,hummingbird,owl,right,left,humming__n01833805_1795,owl__n01625562_1417
testDemog8,Dogs,mastiff,pug,right,left,mastiff__n02108254_7928_obj1,pug__n02110958_12350_obj1
testDemog8,Cats,angora,manx,left,right,angora__n02123478_3147,manx__n02124484_8756
testDemog8,Trains,commutertrain,tram,left,right,commuter__n03078802_567,tram__n04335435_329
testDemog8,Boats,battleship,sailboat,right,left,battle__b4,sail__n04128499_1933
testDemog8,Fish,angelfish,catfish,right,left,angel__5,catfish__13
testDemog8,Fish,clownfish,flyingfish,left,right,clown__fish12,flying__4
testDemog8,Fish,clownfish,needlefish,right,left,clown__fish12,aneed__2
testDemog8,Fish,catfish,needlefish,right,left,catfish__13,aneed__2
testDemog8,Boats,aircraftcarrier,icebreaker,right,left,carriern02687172_2074,icebreaker__i5
testDemog8,Dogs,malamute,welsh,right,left,malamute__n02110063_1994_obj1,welsh__n02112826_550_obj1
testDemog8,Boats,galleon,sailboat,left,right,galleon__g5,sail__n04128499_1933
testDemog8,Planes,glider,stealth,left,right,glider__n03439814_9066,stealth__n04308084_652_obj1
testDemog8,Cars,limousine,stationwagon,right,left,limo__n03670208_163,wagon__n02814533_911
