subjCode,Category,Subcategory1,Subcategory2,firstStimPosition,secondStimPosition,pic1,pic2
testDemog2,Dogs,pug,schnauzer,left,right,pug__n02110958_11958_obj1,schnauzer__n02096756_9691_obj1
testDemog2,Dogs,komondor,malamute,left,right,komondor__n02105505_475_obj1,malamute__n02110063_49_obj1
testDemog2,Cats,egyptian,sphynx,right,left,egyptian__n02124075_5067,spyhnx__6
testDemog2,Trains,freighttrain,tram,left,right,freight__n03394480_79,tram__n04335435_490
testDemog2,Planes,delta,glider,left,right,delta__n03174079_7718,glider__n03439814_5694
testDemog2,Trains,commutertrain,freighttrain,left,right,commuter__n03078802_645,freight__n03394480_79
testDemog2,Cars,sedan,sportscar,left,right,sedan__n04166281_374,sports__n04285008_39
testDemog2,Cats,angora,sphynx,left,right,angora__n02123478_5473,spyhnx__6
testDemog2,Fish,angelfish,clownfish,left,right,angel__n02605936_581,clown__fish4
testDemog2,Cats,siamese,tortishell,left,right,siamese__n02123597_1516,tort__n02123242_3408
testDemog2,Boats,aircraftcarrier,rowboat,left,right,carriern02687172_1350,row__r7
testDemog2,Cars,mini,stationwagon,right,left,mini__n03770085_530,wagon__n02814533_80
testDemog2,Boats,cruiseliner,rowboat,right,left,cruise__n4,row__r7
testDemog2,Trains,commutertrain,tram,right,left,commuter__n03078802_645,tram__n04335435_490
testDemog2,Fish,clownfish,flyingfish,left,right,clown__fish4,flying__3
testDemog2,Cars,mini,sportscar,left,right,mini__n03770085_530,sports__n04285008_39
testDemog2,Fish,angelfish,flyingfish,right,left,angel__n02605936_581,flying__3
testDemog2,Cars,minivan,stationwagon,right,left,mvan__n03770679_360,wagon__n02814533_80
testDemog2,Cars,minivan,sportscar,left,right,mvan__n03770679_360,sports__n04285008_39
testDemog2,Trains,bullettrain,subway,left,right,bullet__n02917067_543,subway__n04349306_700
testDemog2,Fish,goldfish,pufferfish,left,right,gold__n01443537_244,puffer__n02655020_117
testDemog2,Boats,cruiseliner,galleon,left,right,cruise__n4,galleon__n03411339_6291
testDemog2,Cats,abyssinian,egyptian,left,right,abyss__n02124313_1541,egyptian__n02124075_5067
testDemog2,Dogs,mastiff,schnauzer,right,left,mastiff__n02108254_10037_obj1,schnauzer__n02096756_9691_obj1
testDemog2,Bird,owl,swan,left,right,owl__n01625562_9999,swan__n01858441_8923
testDemog2,Boats,aircraftcarrier,sailboat,right,left,carriern02687172_1350,sail__s12
testDemog2,Planes,airliner,gyroplane,left,right,airliner__n02690373_2941_obj1,gyro__n02759387_16551_obj1
testDemog2,Cars,minivan,sedan,right,left,mvan__n03770679_360,sedan__n04166281_374
testDemog2,Cats,abyssinian,sphynx,left,right,abyss__n02124313_1541,spyhnx__6
testDemog2,Cats,egyptian,siamese,left,right,egyptian__n02124075_5067,siamese__n02123597_1516
testDemog2,Cars,antique,racecar,left,right,antique__n03777568_244,racing__n04037443_63
testDemog2,Dogs,chihuahua,komondor,right,left,chihuahua__n02085620_1341_obj1,komondor__n02105505_475_obj1
testDemog2,Bird,ostrich,swan,right,left,ost__n01518878_8812,swan__n01858441_8923
testDemog2,Cars,mini,sedan,right,left,mini__n03770085_530,sedan__n04166281_374
testDemog2,Cars,limousine,sportscar,left,right,limo__n03670208_745,sports__n04285008_39
testDemog2,Cats,manx,tortishell,right,left,manx__2,tort__n02123242_3408
testDemog2,Trains,bullettrain,freighttrain,left,right,bullet__n02917067_543,freight__n03394480_79
testDemog2,Cars,racecar,sedan,right,left,racing__n04037443_63,sedan__n04166281_374
testDemog2,Fish,needlefish,sturgeon,right,left,aneed__3,sturgeon__n02640242_103
testDemog2,Trains,bullettrain,monorail,right,left,bullet__n02917067_543,mono__600-monorail
testDemog2,Fish,angelfish,catfish,right,left,angel__n02605936_581,catfish__2
testDemog2,Planes,gyroplane,stealth,right,left,gyro__n02759387_16551_obj1,stealth__n04308084_1399_obj1
testDemog2,Dogs,komondor,schipperke,right,left,komondor__n02105505_475_obj1,schipperke__n02104365_9401_obj1
testDemog2,Trains,inclinerailway,trolley,right,left,incline__36-106,trolley__n04335435_3415
testDemog2,Cats,abyssinian,manx,left,right,abyss__n02124313_1541,manx__2
testDemog2,Cars,sedan,stationwagon,right,left,sedan__n04166281_374,wagon__n02814533_80
testDemog2,Dogs,chihuahua,schipperke,left,right,chihuahua__n02085620_1341_obj1,schipperke__n02104365_9401_obj1
testDemog2,Cats,abyssinian,siamese,right,left,abyss__n02124313_1541,siamese__n02123597_1516
testDemog2,Planes,delta,stealth,left,right,delta__n03174079_7718,stealth__n04308084_1399_obj1
testDemog2,Boats,aircraftcarrier,galleon,right,left,carriern02687172_1350,galleon__n03411339_6291
testDemog2,Boats,aircraftcarrier,cruiseliner,left,right,carriern02687172_1350,cruise__n4
testDemog2,Fish,catfish,needlefish,right,left,catfish__2,aneed__3
testDemog2,Fish,flyingfish,pufferfish,left,right,flying__3,puffer__n02655020_117
testDemog2,Planes,seaplane,stealth,left,right,seaplane__n04160586_23138_obj1,stealth__n04308084_1399_obj1
testDemog2,Planes,biplane,fighter,right,left,biplane__n02842573_9984_obj1,fighter__n03335030_17801_obj1
testDemog2,Fish,goldfish,sturgeon,left,right,gold__n01443537_244,sturgeon__n02640242_103
testDemog2,Bird,ostrich,owl,left,right,ost__n01518878_8812,owl__n01625562_9999
testDemog2,Trains,commutertrain,subway,left,right,commuter__n03078802_645,subway__n04349306_700
testDemog2,Trains,bullettrain,inclinerailway,left,right,bullet__n02917067_543,incline__36-106
testDemog2,Dogs,chihuahua,pug,right,left,chihuahua__n02085620_1341_obj1,pug__n02110958_11958_obj1
testDemog2,Boats,icebreaker,rowboat,left,right,icebreaker__n03556992_2173,row__r7
testDemog2,Dogs,malamute,welsh,right,left,malamute__n02110063_49_obj1,welsh__n02112826_1051_obj1
testDemog2,Bird,hawk,owl,right,left,hawk__5,owl__n01625562_9999
testDemog2,Dogs,malamute,mastiff,right,left,malamute__n02110063_49_obj1,mastiff__n02108254_10037_obj1
testDemog2,Dogs,komondor,schnauzer,left,right,komondor__n02105505_475_obj1,schnauzer__n02096756_9691_obj1
testDemog2,Dogs,pug,welsh,right,left,pug__n02110958_11958_obj1,welsh__n02112826_1051_obj1
testDemog2,Cars,limousine,mini,right,left,limo__n03670208_745,mini__n03770085_530
testDemog2,Planes,delta,gyroplane,right,left,delta__n03174079_7718,gyro__n02759387_16551_obj1
testDemog2,Dogs,chihuahua,malamute,left,right,chihuahua__n02085620_1341_obj1,malamute__n02110063_49_obj1
testDemog2,Boats,canoe,sailboat,left,right,canoe__n02951358_2402,sail__s12
testDemog2,Cats,egyptian,persian,right,left,egyptian__n02124075_5067,persian__n02123394_2124
testDemog2,Trains,commutertrain,inclinerailway,left,right,commuter__n03078802_645,incline__36-106
testDemog2,Bird,swan,vulture,left,right,swan__n01858441_8923,vulture__n01616318_1589
testDemog2,Boats,icebreaker,sailboat,right,left,icebreaker__n03556992_2173,sail__s12
testDemog2,Bird,owl,vulture,right,left,owl__n01625562_9999,vulture__n01616318_1589
testDemog2,Trains,bullettrain,trolley,right,left,bullet__n02917067_543,trolley__n04335435_3415
testDemog2,Dogs,schnauzer,welsh,right,left,schnauzer__n02096756_9691_obj1,welsh__n02112826_1051_obj1
testDemog2,Cats,manx,siamese,left,right,manx__2,siamese__n02123597_1516
testDemog2,Boats,battleship,canoe,left,right,battle__n02812201_45,canoe__n02951358_2402
testDemog2,Trains,freighttrain,subway,right,left,freight__n03394480_79,subway__n04349306_700
testDemog2,Fish,angelfish,sturgeon,left,right,angel__n02605936_581,sturgeon__n02640242_103
testDemog2,Planes,fighter,seaplane,right,left,fighter__n03335030_17801_obj1,seaplane__n04160586_23138_obj1
testDemog2,Cats,angora,siamese,right,left,angora__n02123478_5473,siamese__n02123597_1516
testDemog2,Boats,battleship,sailboat,left,right,battle__n02812201_45,sail__s12
testDemog2,Bird,hen,hummingbird,left,right,hen__n01514859_1689,humming__n01833805_592
testDemog2,Planes,biplane,glider,left,right,biplane__n02842573_9984_obj1,glider__n03439814_5694
testDemog2,Bird,cockateel,vulture,left,right,cockateel__n01819734_10081,vulture__n01616318_1589
testDemog2,Boats,canoe,cruiseliner,right,left,canoe__n02951358_2402,cruise__n4
testDemog2,Cars,limousine,minivan,right,left,limo__n03670208_745,mvan__n03770679_360
testDemog2,Bird,cockateel,swan,right,left,cockateel__n01819734_10081,swan__n01858441_8923
testDemog2,Planes,biplane,gyroplane,right,left,biplane__n02842573_9984_obj1,gyro__n02759387_16551_obj1
testDemog2,Trains,monorail,trolley,left,right,mono__600-monorail,trolley__n04335435_3415
testDemog2,Planes,fighter,stealth,left,right,fighter__n03335030_17801_obj1,stealth__n04308084_1399_obj1
testDemog2,Cars,antique,minivan,right,left,antique__n03777568_244,mvan__n03770679_360
testDemog2,Bird,hen,swan,left,right,hen__n01514859_1689,swan__n01858441_8923
testDemog2,Cars,limousine,racecar,left,right,limo__n03670208_745,racing__n04037443_63
