subjCode,Category,Subcategory1,Subcategory2,firstStimPosition,secondStimPosition,pic1,pic2
testingpm2,Dogs,malamute,mastiff,left,right,malamute__n02110063_49_obj1,mastiff__n02108254_10037_obj1
testingpm2,Dogs,komondor,schipperke,left,right,komondor__n02105505_475_obj1,schipperke__n02104365_9401_obj1
testingpm2,Cats,angora,siamese,right,left,angora__n02123478_10293,siamese__n02123597_4893
testingpm2,Fish,angelfish,flyingfish,left,right,angel__n02605936_34,flying__11
testingpm2,Boats,canoe,rowboat,right,left,canoe__c3,row__n03199901_928
testingpm2,Planes,gyroplane,seaplane,left,right,gyro__n02759387_12898_obj1,seaplane__n04160586_25869_obj1
testingpm2,Cars,limousine,stationwagon,right,left,limo__n03670208_309,wagon__n02814533_1294
testingpm2,Bird,hummingbird,vulture,left,right,humming__n01833805_4132,vulture__n01616318_7196
testingpm2,Boats,canoe,galleon,right,left,canoe__c3,galleon__g4
testingpm2,Fish,flyingfish,sturgeon,right,left,flying__11,sturgeon__10
testingpm2,Boats,canoe,cruiseliner,right,left,canoe__c3,cruise__n03141327_472
testingpm2,Dogs,chihuahua,mastiff,left,right,chihuahua__n02085620_1341_obj1,mastiff__n02108254_10037_obj1
testingpm2,Bird,swan,vulture,left,right,swan__n01858441_4756,vulture__n01616318_7196
testingpm2,Trains,inclinerailway,trolley,left,right,incline__i10,trolley__n04335435_3104
testingpm2,Cars,antique,stationwagon,left,right,antique__n03777568_215,wagon__n02814533_1294
testingpm2,Trains,tram,trolley,right,left,tram__n04335435_1240,trolley__n04335435_3104
testingpm2,Bird,hen,vulture,left,right,hen__n01514859_5996,vulture__n01616318_7196
testingpm2,Bird,hummingbird,owl,left,right,humming__n01833805_4132,owl__n01625562_3320
testingpm2,Bird,ostrich,owl,left,right,ost__n01518878_2520,owl__n01625562_3320
testingpm2,Boats,aircraftcarrier,sailboat,left,right,carriern02687172_2069,sail__n04128499_1743
testingpm2,Cats,abyssinian,egyptian,left,right,abyss__n02124313_569,egyptian__n02124075_10034
testingpm2,Dogs,mastiff,schipperke,right,left,mastiff__n02108254_10037_obj1,schipperke__n02104365_9401_obj1
testingpm2,Cats,egyptian,tortishell,left,right,egyptian__n02124075_10034,tort__n02123242_249
testingpm2,Cats,manx,tortishell,left,right,manx__5,tort__n02123242_249
testingpm2,Planes,glider,gyroplane,right,left,glider__n03439814_29,gyro__n02759387_12898_obj1
testingpm2,Boats,cruiseliner,sailboat,right,left,cruise__n03141327_472,sail__n04128499_1743
testingpm2,Planes,delta,fighter,right,left,delta__n03174079_5869,fighter__n03335030_8379_obj1
testingpm2,Planes,fighter,glider,right,left,fighter__n03335030_8379_obj1,glider__n03439814_29
testingpm2,Boats,aircraftcarrier,cruiseliner,right,left,carriern02687172_2069,cruise__n03141327_472
testingpm2,Cats,abyssinian,persian,right,left,abyss__n02124313_569,persian__n02123394_2456
testingpm2,Fish,angelfish,clownfish,left,right,angel__n02605936_34,clown__fish10
testingpm2,Trains,bullettrain,tram,right,left,bullet__n02917067_75,tram__n04335435_1240
testingpm2,Cars,sedan,stationwagon,left,right,sedan__n04166281_263,wagon__n02814533_1294
testingpm2,Boats,galleon,sailboat,left,right,galleon__g4,sail__n04128499_1743
testingpm2,Planes,airliner,seaplane,left,right,airliner__n02690373_1161_obj1,seaplane__n04160586_25869_obj1
testingpm2,Dogs,chihuahua,welsh,right,left,chihuahua__n02085620_1341_obj1,welsh__n02112826_1051_obj1
testingpm2,Fish,clownfish,pufferfish,right,left,clown__fish10,puffer__8
testingpm2,Bird,cockateel,swan,left,right,cockateel__n01819734_16507,swan__n01858441_4756
testingpm2,Boats,aircraftcarrier,galleon,left,right,carriern02687172_2069,galleon__g4
testingpm2,Dogs,chihuahua,pug,right,left,chihuahua__n02085620_1341_obj1,pug__n02110958_11958_obj1
testingpm2,Fish,clownfish,flyingfish,right,left,clown__fish10,flying__11
testingpm2,Fish,angelfish,pufferfish,left,right,angel__n02605936_34,puffer__8
testingpm2,Cats,egyptian,manx,right,left,egyptian__n02124075_10034,manx__5
testingpm2,Cars,antique,mini,left,right,antique__n03777568_215,mini__n03770085_524
testingpm2,Bird,hawk,hen,left,right,hawk__n01605630_2078,hen__n01514859_5996
testingpm2,Cars,antique,limousine,right,left,antique__n03777568_215,limo__n03670208_309
testingpm2,Trains,inclinerailway,monorail,left,right,incline__i10,mono__m1
testingpm2,Boats,cruiseliner,galleon,left,right,cruise__n03141327_472,galleon__g4
testingpm2,Planes,biplane,seaplane,left,right,biplane__n02842573_7243_obj1,seaplane__n04160586_25869_obj1
testingpm2,Cats,abyssinian,siamese,right,left,abyss__n02124313_569,siamese__n02123597_4893
testingpm2,Planes,airliner,stealth,left,right,airliner__n02690373_1161_obj1,stealth__n04308084_4151_obj1
testingpm2,Cars,limousine,minivan,right,left,limo__n03670208_309,mvan__n03770679_286
testingpm2,Cars,minivan,sportscar,left,right,mvan__n03770679_286,sports__n04285008_1085
testingpm2,Bird,hen,hummingbird,right,left,hen__n01514859_5996,humming__n01833805_4132
testingpm2,Bird,ostrich,swan,right,left,ost__n01518878_2520,swan__n01858441_4756
testingpm2,Bird,hawk,swan,left,right,hawk__n01605630_2078,swan__n01858441_4756
testingpm2,Bird,hawk,hummingbird,right,left,hawk__n01605630_2078,humming__n01833805_4132
testingpm2,Dogs,schipperke,welsh,right,left,schipperke__n02104365_9401_obj1,welsh__n02112826_1051_obj1
testingpm2,Dogs,schnauzer,welsh,left,right,schnauzer__n02096756_9691_obj1,welsh__n02112826_1051_obj1
testingpm2,Trains,commutertrain,tram,right,left,commuter__n03078802_128,tram__n04335435_1240
testingpm2,Cats,angora,sphynx,left,right,angora__n02123478_10293,spyhnx__Canadian-spyhnx-cat-1-
testingpm2,Fish,angelfish,goldfish,right,left,angel__n02605936_34,gold__10
testingpm2,Boats,battleship,rowboat,left,right,battle__b3,row__n03199901_928
testingpm2,Trains,bullettrain,commutertrain,right,left,bullet__n02917067_75,commuter__n03078802_128
testingpm2,Planes,airliner,delta,right,left,airliner__n02690373_1161_obj1,delta__n03174079_5869
testingpm2,Dogs,schipperke,schnauzer,right,left,schipperke__n02104365_9401_obj1,schnauzer__n02096756_9691_obj1
testingpm2,Boats,battleship,galleon,right,left,battle__b3,galleon__g4
testingpm2,Fish,goldfish,needlefish,right,left,gold__10,aneed__13
testingpm2,Cars,sportscar,stationwagon,right,left,sports__n04285008_1085,wagon__n02814533_1294
testingpm2,Cars,minivan,stationwagon,right,left,mvan__n03770679_286,wagon__n02814533_1294
testingpm2,Cars,minivan,sedan,right,left,mvan__n03770679_286,sedan__n04166281_263
testingpm2,Fish,clownfish,goldfish,left,right,clown__fish10,gold__10
testingpm2,Planes,fighter,stealth,right,left,fighter__n03335030_8379_obj1,stealth__n04308084_4151_obj1
testingpm2,Trains,commutertrain,freighttrain,left,right,commuter__n03078802_128,freight__n03394480_1048
testingpm2,Dogs,komondor,malamute,left,right,komondor__n02105505_475_obj1,malamute__n02110063_49_obj1
testingpm2,Planes,delta,stealth,left,right,delta__n03174079_5869,stealth__n04308084_4151_obj1
testingpm2,Trains,subway,trolley,left,right,subway__n04349306_931,trolley__n04335435_3104
testingpm2,Boats,battleship,sailboat,left,right,battle__b3,sail__n04128499_1743
testingpm2,Boats,cruiseliner,rowboat,left,right,cruise__n03141327_472,row__n03199901_928
testingpm2,Cats,siamese,sphynx,right,left,siamese__n02123597_4893,spyhnx__Canadian-spyhnx-cat-1-
testingpm2,Boats,battleship,cruiseliner,left,right,battle__b3,cruise__n03141327_472
testingpm2,Fish,angelfish,sturgeon,right,left,angel__n02605936_34,sturgeon__10
testingpm2,Boats,galleon,icebreaker,left,right,galleon__g4,icebreaker__i4
testingpm2,Cats,abyssinian,sphynx,left,right,abyss__n02124313_569,spyhnx__Canadian-spyhnx-cat-1-
testingpm2,Trains,inclinerailway,subway,right,left,incline__i10,subway__n04349306_931
testingpm2,Cats,sphynx,tortishell,right,left,spyhnx__Canadian-spyhnx-cat-1-,tort__n02123242_249
testingpm2,Boats,aircraftcarrier,rowboat,left,right,carriern02687172_2069,row__n03199901_928
